# fr_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=fr
# current languages in the file:
# - English - (en) no alterations
# - French - (fr) first column
***LANGUAGES***
en-English|fr-French|
CAMPAIGN NOT MODIFIED - Please go back and look at the data you entered|CAMPAGNE NON MODIFIEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
the campaign name needs to be at least 6 characters in length|le nom de la campagne doit contenir au moins 6 caractères|
RESETTING CAMPAIGN LEAD HOPPER|REINITIALISATION DU DISTRIBUTEUR DE FICHES DE LA CAMPAGNE|
Wait 1 minute before dialing next number|Attendre 1 minute avant l'appel du numéro suivant|
CAMPAIGN STATUS NOT MODIFIED - Please go back and look at the data you entered|STAUT DE LA CAMPAGNE NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
the campaign id needs to be at least 2 characters in length|L'ID de la campagne doit contenir au moins 2 caractères|
the campaign status needs to be at least 1 characters in length|Le statut de la campagne doit contenir au moins 1 caractère|
CUSTOM CAMPAIGN STATUS DELETED|STATUT PERSONNALISE DE LA CAMPAGNE SUPPRIME|
CAMPAIGN HOT KEY NOT MODIFIED - Please go back and look at the data you entered|RACCOURCI CLAVIER DE LA CAMPAGNE NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
the campaign hot key needs to be at least 1 characters in length|le raccourci clavier doit contenir au moins 1 caractère|
CUSTOM CAMPAIGN HOT KEY DELETED|RACCOURCI CLAVIER PERSONNALISE DE LA CAMPAGNE SUPPRIME|
CAMPAIGN NOT MODIFIED - Please go back and look at the data you entered|CAMPAGNE NON MODIFIEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
the campaign name needs to be at least 6 characters in length|le nom de la campagne doit contenir au moins 6 caractères|
LIST NOT MODIFIED - Please go back and look at the data you entered|LISTE NON MODIFIEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
list name must be at least 2 characters in length|le nom de la liste doit contenir au moins 2 caractères|
REMOVING LIST HOPPER LEADS FROM OLD CAMPAIGN HOPPER|ENLEVER LES FICHES DU VIEUX DISTRIBUTEUR DE FICHES DE LA CAMAPGNE|
GROUP NOT MODIFIED - Please go back and look at the data you entered|GROUPE NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
group name and group color must be at least 2 characters in length|le nom et la couleur du groupe doivent contenir au moins 2 caractères|
REMOTE AGENTS NOT MODIFIED - Please go back and look at the data you entered|AGENT DISTANT NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
User ID Start and External Extension must be at least 2 characters in length|Le début de l'ID de l'utilisateur et l'extension externe doivent contenir au moins 2 caractères|
REMOTE AGENTS MODIFIED|AGENTS DISTANTS MODIFIES|
USER GROUP NOT MODIFIED - Please go back and look at the data you entered|GROUPE D'UTILISATEURS NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
Group name and description must be at least 2 characters in length|Le nom et la description du groupe doivent contenir au moins 2 caractères|
MODIFY A USERS RECORD|MODIFIER UN ENREGISTREMENT D'UTILISATEURS|
Click here for user stats|Cliquez ici pour les statistiques de l'utilisateur|
MODIFY A CAMPAIGNS RECORD|MODIFIER UN ENREGISTREMENT DE CAMPAGNES|
CONFERENCES TABLE|TABLE DES CONFERENCES|
Conference Number -<\/B> This field is where you put the meetme conference dialpna number. It is also recommended that the meetme number in meetme.conf matches this number for each entry. This is for the conferences in astGUIclient and is used for leave-3way-call functionality in VICIDIAL|Numéro de la conférence -</B> Ce champ permet de mettre le numéro du meetme pour les conférences. Il est aussi recommandé que le numéro du meetme dans meetme.conf corresponde à ce numéro pour chaque entrée. C'est pour les conférences dans astGUIclient et est utilisé pour la fonction leave-3way-call dans VICIDIAL|
Server IP -<\/B> The menu where you select the Asterisk server that this conference will be on|IP du serveur -</B> C'est le menu dans lequel vous choisissez le serveur Asterisk sur lequel sera cette conférence|
PHONE NOT ADDED - there is already a Phone in the system with this extension\/server|TELEPHONE NON AJOUTE - il y a déjà un téléphone dans le systéme avec cette extension/serveur|
PHONE NOT ADDED - Please go back and look at the data you entered|TELEPHONE NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
PHONE ADDED|TELEPHONE AJOUTE|
SERVER NOT ADDED - there is already a server in the system with this ID|SERVEUR NON AJOUTE - il y a déjà un serveur dans le système avec cet ID|
SERVER NOT ADDED - Please go back and look at the data you entered|SERVEUR NON AJOUTE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
SERVER ADDED|SERVEUR AJOUTE|
CONFERENCE NOT ADDED - there is already a conference in the system with this ID and server|CONFERENCE NON AJOUTEE - il y a déjà une conférence dans le système avec cet ID|
CONFERENCE NOT ADDED - Please go back and look at the data you entered|CONFERENCE NON AJOUTEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
CONFERENCE ADDED|CONFERENCE AJOUTEE|
PHONE NOT MODIFIED - there is already a Phone in the system with this extension\/server|TELEPHONE NON MODIFIE - il y a déjà un téléphone dans le système avec cette extension/server|
PHONE NOT MODIFIED - Please go back and look at the data you entered|TELEPHONE NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
PHONE MODIFIED|TELEPHONE MODIFIE|
SERVER NOT MODIFIED - there is already a server in the system with this server_ip|SERVEUR NON MODIFIE - il y a déjà un serveur dans le système avec cet ID|
SERVER NOT MODIFIED - Please go back and look at the data you entered|SERVEUR NON MODIFIE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
SERVER MODIFIED|SERVEUR MODIFIE|
CONFERENCE NOT MODIFIED - there is already a Conference in the system with this extension-server|CONFERENCE NON MODIFIEE - il y a déjà une conférence dans le système avec cette extension-serveur|
CONFERENCE NOT MODIFIED - Please go back and look at the data you entered|CONFERENCE NON MODIFIEE - Veuillez revenir en arrière et vérifier les données que vous avez saisies|
You do not have permissions to modify this user|Vous n'avez pas les permissions pour modifier cet utilisateur|
Click here to delete user|Cliquez ici pour supprimer cet utilisateur|
Please go back and look at the data you entered|Veuillez revenir en arrière et vérifier les données que vous avez saisies|
Click here to delete campaign|Cliquez ici pour supprimer cette campagne|
Click here to delete list and all of its leads|Cliquez ici pour supprimer cette liste et toutes ses fiches|
REMOVING LIST LEADS FROM VICIDIAL_LIST TABLE|SUPPRIMER LES FICHES DE LA LISTE DE LA TABLE VICIDIAL_LIST|
Click here to delete in-group|Cliquer ici pour supprimer le in-group|
Click here to delete remote agent|Cliquez ici pour supprimer l'agent distant|
Click here to delete user group|Cliquez ici pour supprimer le groupe d'utilisateurs|
Click here to delete phone|Cliquez ici pour supprimer le téléphone|
there is already a script entry with this name|il y a déjà un script existant avec ce nom|
Script name, description and text must be at least 2 characters in length|Les nom, description et texte du script doivent contenir au moins 2 caractères|
Click here to delete script|Cliquez ici pour supprimer le script|
Phone Login|Login du téléphone|
Phone Pass|Mot de passe du téléphone|
Delete Users|Supprimer les utilisateurs|
Delete User Groups|Supprimer les groupes utilisateurs|
Delete Lists|Supprimer les listes|
Delete Campaigns|Supprimer les campagnes|
Delete In-Groups|Supprimer les in-groups|
Delete Remote Agents|Supprimer les agents distants|
Delete Script|Supprimer les scripts|
Load Leads|Charger des fiches|
Campaign Detail|Détails de la campagne|
AGC Admin Access|Accès administateur de l'AGC|
AGC Delete Phones|Supprimer les téléphones AGC|
SCRIPT NOT ADDED|SCRIPT NON AJOUTE|
SCRIPT ADDED|SCRIPT AJOUTE|
SCRIPT NOT MODIFIED|SCRIPT NON MODIFIE|
SCRIPT MODIFIED|SCRIPT MODIFIE|
DELETE THIS USER|SUPPRIMER CET UTILISATEUR|
DELETE THIS CAMPAIGN|SUPPRIMER CETTE CAMPAGNE|
DELETE THIS LIST|SUPPRIMER CETTE LISTE|
DELETE THIS IN-GROUP|SUPPRIMER CE IN-GROUP|
DELETE THIS REMOTE AGENT|SUPPRIMER CET AGENT DISTANT|
DELETE THIS USER GROUP|SUPPRIMER CE GROUPE |
DELETE THIS PHONE|SUPPRIMER CE TELEPHONE|
DELETE THIS SCRIPT|SUPPRIMER CE SCRIPT|
USER NOT DELETED|UTILISATEUR NON SUPPRIME|
CAMPAIGN NOT DELETED|CAMPAGNE NON SUPPRIMEE|
LIST NOT DELETED|LISTE NON SUPPRIMEE|
IN-GROUP NOT DELETED|IN-GROUP NON SUPPRIME|
REMOTE AGENT NOT DELETED|AGENT DISTANT NON SUPPRIME|
USER GROUP NOT DELETED|GROUPE D'UTILISATEUR NON SUPPRIME|
PHONE NOT DELETED|TELEPHONE NON SUPPRIME|
SCRIPT NOT DELETED|SCRIPT NON SUPPRIME|
USER DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DE L'UTILISATEUR|
USER DELETION COMPLETED|SUPPRESSION DE L'UTILISATEUR CONFIRMEE|
CAMPAIGN DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DE LA CAMPAGNE|
CAMPAIGN DELETION COMPLETED|SUPRESSION DE LA CAMPAGNE CONFIRMEE|
Logout Agents|Déconnecter les agents|
AGENTS NOT LOGGED OUT OF CAMPAIGN|AGENTS NON DECONNECTES DE LA CAMPAGNE|
AGENT LOGOUT CONFIRMATION|CONFIRMATION DE LA DECONNECTION DE L'AGENT|
Click here to log all agents out of|Cliquez ici pour déconnecter tous les agents de|
AGENT LOGOUT COMPLETED|Déconnection des agents terminée|
LOG ALL AGENTS OUT OF THIS CAMPAIGN|DECONNECTER TOUS LES AGENTS DE CETTE CAMPAGNE|
LIST DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DE LA LISTE|
LIST DELETION COMPLETED|SUPPRESSION DE LA LISTE CONFIRMEE|
IN-GROUP DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DU IN-GROUP|
IN-GROUP DELETION COMPLETED|SUPPRESSION DU IN-GROUP TERMINEE|
REMOTE AGENT DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DE L'AGENT DISTANT|
REMOTE AGENT DELETION COMPLETED|SUPPRESSION DE L'AGENT DISTANT CONFIRMEE|
USER GROUP DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DU GROUPE D'UTILISATEURS|
USER GROUP DELETION COMPLETED|SUPPRESSION DU GROUPE D'UTILISATEURS TERMINEE|
PHONE DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DU TELEPHONE|
PHONE DELETION COMPLETED|SUPPRESSION DU TELEPHONE TERMINEE|
SCRIPT DELETION CONFIRMATION|CONFIRMATION DE LA SUPPRESSION DU SCRIPT|
SCRIPT DELETION COMPLETED|SUPPRESSION DU SCRIPT TERMINEE|
Preview Script|Prévisualisation du script|
MODIFY A SCRIPT|MODIFIER UN SCRIPT|
title of the script|titre du script|
CONFERENCE MODIFIED|CONFERENCE MODIFIEE|
MODIFY A PHONE RECORD|MODIFIER UN TELEPHONE|
THE END|LA FIN|
LIST ALL PHONES|LISTER TOUS LES TELEPHONES|
ADD A NEW PHONE|AJOUTER UN NOUVEAU TELEPHONE|
SEARCH FOR A PHONE|RECHERCHER UN TELEPHONE|
ADD A SERVER|AJOUTER UN SERVEUR|
LIST ALL SERVERS|LISTER TOUS LES SERVEURS|
SHOW ALL CONFERENCES|VOIR TOUTES LES CONFERENCES|
ADD A NEW CONFERENCE|AJOUTER UNE NOUVELLE CONFERENCE|
AMD Send to VM exten|AMD envoyé au VM exten|
Transfer-Conf DTMF|DTMF Transfert-Conf|
Transfer-Conf Number|numéro de Transfer-Conf|
Hot Keys Active|Racourccis clavier actifs|
Modify Leads|Modifier les fiches|
Change Agent Campaign|Changer l'agent de campagne|
Agent Choose Ingroups|L'agent choisit les Ingroups|
CallBacks Within Campaign|Rappels dans la campagne |
CallBacks Within List|Rappels dans la liste|
CallBacks Within Agent|Rappels de l'agent|
Phone extension|Extension du téléphone|
Dial Plan Number|Nuémro dans le dial plan|
digits only|chiffres seulement|
Voicemail Box|Boite vocale|
Outbound CallerID|CallerID sortant|
Phone IP address|Adresse IP du téléphone|
Computer IP address|Adresse IP de l'ordinateur|
Server IP Address|Adresse IP du serveur|
Server IP|IP du serveur|
Login: |Login: |
Password: |Mot de passe:|
Status: |Etat: |
Active Account|Compte actif|
Phone Type|Type de téléphone|
Full Name|Nom complet|
Company: |Compagnie: |
Picture: |Image: |
Client Protocol|Protocole client|
Local GMT|GMT local|
Do NOT Adjust for DST|Ne PAS ajuster pour DST|
VALUE=SUBMIT|VALUE=VALIDER|
ADD A NEW SERVER|AJOUTER UN NOUVEAU SERVEUR|
Server ID|ID du serveur|
Server Description|Description du serveur|
Active: |Actif: |
Asterisk Version|Version d'Asterisk|
Conference Number|Numéro de la conférence|
New Messages|Nouveaux messages|
Old Messages|Anciens messages|
Manager Login|Login du manager|
Manager Secret|Mot de passe du manager|
VICIDIAL Default User|Utilisateur par défaut de VICIDIAL|
VICIDIAL Default Pass|Mot de passe par défaut de VICIDIAL|
VICIDIAL Default Campaign|Campagne par défaut de VICIDIAL|
Park Extension|Extension du parc|
Park Exten|Extension du parc|
Conf Extension|Extension de la conférence|
Conf Exten|Extension de la conférence|
VICIDIAL Park Exten|Extension du parc VICIDIAL|
VICIDIAL Park File|Fichier du parc VICIDIAL|
Monitor Prefix|Préfixe du moniteur|
Recording Exten|Extension d'enregistrement|
VMailMain Exten|Extension de la boîte vocale|
VMailDump Exten|Extension de VmailDump|
Exten Context|Extension du context|
DTMFSend Channel|Cannal d'envoi DTMF|
Outbound Call Group|Groupe d'appels sortants|
Browser Location|Localisation du navigateur|
Install Directory|Répertoire d'installation|
CallerID URL|URL du CallerID|
VICIDIAL Default URL|URL par défaut de VICIDIAL|
Call Logging|Log des appels|
User Switching|Changement d'utilisateur|
Conferencing|En conférence|
Admin Hang Up|Raccrochage administrateur|
Admin Hijack|Détournement administrateur|
Admin Monitor|Moniteur administrateur|
Call Park|Parc d'appel|
Updater Check|Contrôle de mise à jour|
AF Logging|Log AF|
Queue Enabled|Queue activée|
CallerID Popup|Popup du CallerID|
VMail Button|Bouton de la boîte vocale|
Fast Refresh|Rafraichissement rapide|
Fast Refresh Rate|Taux du rafraichissement rapide|
Persistant MySQL|MySQL persistant|
Auto Dial Next Number|Appel automatique du numéro suivant|
Stop Rec after each call|Arrêter l'enregistrement après chaque appel|
Primary |Primaire|
Secondary |Secondaire|
DBX Server|Serveur DBX|
DBX Database|Base de données DBX|
DBX User|Utilisateur DBX|
DBX Pass|Mot de passe DBX|
DBX Port|Port DBX|
DBY Server|Serveur DBY|
DBY Database|Base de données DBY|
DBY User|Utilisateur DBY|
DBY Pass|Mot de passe DBY|
DBY Port|Port DBY|
MODIFY A SERVER RECORD|MODIFIER UN SERVEUR|
Max VICIDIAL Trunks|Nombre max de trunks VICIDIAL|
Telnet Host|Hôte telnet|
Telnet Port|Port telnet|
Manager User|Utilisateur manager|
Manager Update User|Utilisateur de mise à jour manager|
Manager Listen User|Utilisateur manager pour l'écoute|
Manager Send User|Utilisateur manager pour l'envoi|
VMail Dump Exten|VMail Dump Exten|
VICIDIAL AD extension|Extension AD de VICIDIAL|
Default Context|Contexte par défaut|
PHONES WITHIN THIS SERVER|TELEPHONES SUR CE SERVEUR|
>EXTENSION<|>EXTENSION<|
>NAME<|>NOM<|
>ACTIVE<|>ACTIF<|
>MODIFY<|>MODIFIER<|
This server has|Ce serveur a|
active phones and|téléphones actifs et|
inactive phones|téléphones inactifs|
MODIFY A CONFERENCE RECORD|MODIFIER UNE CONFERENCE|
Conference: |Conférence: |
Current Extension|Extension courante|
extension: |extension: |
SEARCH RESULTS|RESULTATS DE LA RECHERCHE|
PHONE LISTINGS|LISTE DES TELEPHONES|
SERVER LISTINGS|LISTE DES SERVEURS|
CONFERENCE LISTINGS|LISTE DES CONFERENCES|
script runtime|temps d'exécution du script|
ADD NEW PHONE|AJOUTER UN NOUVEAU TELEPEHONE|
ADD NEW SERVER|AJOUTER UN NOUVEAU SERVEUR|
ADD NEW CONFERENCE|AJOUTER UNE NOUVELLE CONFERENCE|
ADD SCRIPT|AJOUTER UN SCRIPT|
VIEW SCRIPTS|VOIR LES SCRIPTS|
SCRIPTS LISTINGS|LISTE DES SCRIPTS|
ADDING NEW PHONE|AJOUTER UN NOUVEAU TELEPHONE|
ADDING NEW SERVER|AJOUTER UN NOUVEAU SERVEUR|
ADDING NEW CONFERENCE|AJOUT D'UNE NOUVELLE CONFERENCE|
MODIFY PHONE|MODIFIER LE TELEPHONE|
MODIFY SERVER|MODIFIER LE SERVEUR|
MODIFY CONFERENCE|MODIFIER LA CONFERENCE|
MODIFYING PHONE|MODIFICATION DU TELEPHONE|
MODIFYING SERVER|MODIFIANT LE SERVEUR|
MODIFYING CONFERENCE|MODIFIANT LA CONFERENCE|
SEARCH PHONES|RECHERCHER DES TELEPHONES|
SEARCH PHONES RESULTS|RESULTATS DE LA RECHERCHE DE TELEPHONES|
PHONE LIST|LISTE DE TELEPHONES|
SERVER LIST|LISTE DE SERVEURS|
CONFERENCE LIST|LISTE DE CONFERENCES|
HELP|AIDE|
Click here for phone stats|Cliquez ici pour les statistiques des téléphones|
REMOTE INBOUND: Main|ENTRANTS DISTANTS: Principal|
REMOTE INBOUND: Popup|ENTRANTS DISTANTS: Popup|
CALLS SENT TO|APPELS ENVOYES A|
Phone Stats|Statistiques du téléphone|
CALL TIME AND CHANNELS|TEMPS D'APPEL ET CANAUX|
CHANNEL GROUP|GROUPE DE CANAUX|
HOURS:MINUTES|HEURES:MINUTES|
TOTAL CALLS|TOTAL DES APPELS|
>NUMBER|>NUMERO|
DATE<|DATE<|
Close this window|Fermer cette fenêtre|
Inbound Calls Stats|Statistiques des appels entrants|
Add New User|Ajouter un nouvel utilisateur|
Add New Campaign|Ajouter une nouvelle campagne|
Add New List|Ajouter une nouvelle liste|
Add New In-Group|Ajouter un nouveau in-group|
Add New Remote Agents|Ajouter de nouveaux agents distants|
Add New Users Group|Ajouter de nouveaux groupes d'utilisateurs|
Add New Script|Ajouter un nouveau script|
New User Addition|Ajout d'un nouvel utilisateur|
New Campaign Addition|Ajout d'une nouvelle campagne|
New Campaign Status Addition|Ajout d'un nouveau statut de campagne|
New Campaign Hot Key Addition|Ajout d'un nouvel racourci clavier de campagne|
New List Addition|Ajout d'une nouvelle liste|
New In-Group Addition|Ajout d'un nouvel In-Group|
New Remote Agents Addition|Ajout d'un nouvel agent distant|
New Users Group Addition|Ajout d'un nouveau groupe d'utilisateurs|
New Script Addition|Ajout d'un nouveau script|
Modify User|Modifier un utilisateur|
Modify Campaign - Basic View|Modifier une Campagne - Vue Basique|
Modify Campaign|Modifier la campagne|
Modify List|Modifier la liste|
Modify In-Group|Modifier le In-Group|
Modify Remote Agents|Modifier les agents distants|
Modify Users Groups|Modifier les groupes d'utilisateurs|
Modify Script|Modifier le script|
Welcome|Bienvenue|
Campaigns|Campagnes|
Lists|Listes|
In-Groups|In-Groups|
Remote Agents|Agents distants|
User Groups|Groupes d'utilisateurs|
Search Form|Formulaire de recherche|
Search Results|Résultats de la recherche|
VICIDIAL ADMIN|ADMINISTRATION DE VICIDIAL|
TABLE|TABLE|
First Name|Nom|
Middle Initial|Initiales|
Last Name|Prénom|
Address Line 1|Adresse Ligne 1|
Address Line 2|Adresse Ligne 2|
Address Line 3|Adresse Ligne 3|
City|Ville|
State - limited to 2 characters|Etat - Limité à 2 caractères|
Province|Province|
Postal Code|Code Postal|
Country|Pays|
Gender|Sexe|
Date of Birth|Date de naissance|
Alternate Phone Number|Numero de téléphone alternatif|
Email Address|Adresse mail|
Security Phrase|Phrase de sécurité|
Comments|Commentaires|
THE END|LA FIN|
Logout|Déconnection|
LIST USERS|LISTE DES UTILISATEURS|
ADD A NEW USER|AJOUTEZ UN NOUVEL UTILISATEUR|
SEARCH FOR A USER|RECHERCHER UN UTILISATEUR|
ADD USER GROUP|AJOUTER UN GROUPE D'UTILISATEURS|
LIST USER GROUPS|LISTE DES GROUPES D'UTILISATEURS|
ADD CAMPAIGN|AJOUTER UNE CAMPAGNE|
LIST CAMPAIGNS|LISTE DES CAMPAGNES|
SHOW LISTS|VOIR LES LISTES|
ADD NEW LIST|AJOUTER UNE NOUVELLE LISTE|
LOAD NEW LEADS|CHARGER DES NOUVELLES FICHES|
SHOW IN-GROUPS|VOIR LES IN-GROUPS|
ADD NEW IN-GROUP|AJOUTER UN NOUVEL IN-GROUP|
SHOW REMOTE AGENTS|VOIR LES AGENTS DISTANTS|
ADD NEW REMOTE AGENTS|AJOUTER UN NOUVEL AGENT DISTANT|
SERVER STATS|STATISTIQUES DES SERVEURS|
PARK REPORT|RAPPORT DE MISE EN ATTENTE|
VDAD REPORT|RAPPORT DE VDAD|
CLOSER REPORT|RAPPORT SUR LES CLOSERS|
SEARCH FOR A LEAD|RECHERCHER UNE FICHE|
GROUP HOURLY|GROUPE PAR HEURE|
User Number|Numéro d'utilisateur |
Full Name|Nom complet|
User Level|Niveau de l'utilisateur|
User Group|Groupe utilisateur|
ADD A NEW CAMPAIGN|AJOUTER UNE NOUVELLE CAMPAGNE|
ADD A NEW INBOUND GROUP|AJOUTER UN NOUVEAU GROUPE ENTRANT|
ADD NEW USERS GROUP|AJOUTER UN NOUVEAU GROUPE D'UTILISATEUR|
Campaign ID|ID de la campagne|
Campaign Name|Nom de la campagne|
Park Extension|Extension de la mise en attente|
Park Filename|Nom du fichier de mise en attente|
Web Form|Formulaire Web|
Allow Closers|Autoriser les closers|
Hopper Level|Niveau du distributeur de fiches|
Auto Dial Level|Niveau de l'appel automatique|
Next Agent Call|Appeler l'agent suivant |
Local Call Time|Heure d'appel locale|
Voicemail|Boîte vocale|
SUBMIT|VALIDER|
List ID|ID de la liste|
List Name|Nom de la liste|
Campaign|Campagne|
Group ID|ID du groupe|
Group Name|Nom du groupe|
Group Color|Couleur du groupe|
Fronter Display|Affichage de l'enseigne|
User ID Start|Début des ID utilisateurs|
Number of Lines|Nombre de lignes|
External Extension|Extension externe|
Inbound Groups|Groupes entrants|
Group: |Groupe: |
Description: |Description: |
USER ADDED|UTILISATEUR AJOUTE|
CAMPAIGN ADDED|CAMPAGNE AJOUTEE|
CAMPAIGN STATUS ADDED|STATUT DE LA CAMPAGNE AJOUTE|
CAMPAIGN HOT KEY ADDED|RACOURCI CLAVIER DE LA CAMPAGNE AJOUTE|
LIST ADDED|LISTE AJOUTEE|
GROUP ADDED|GROUPE AJOUTE|
REMOTE AGENTS ADDED|AGENT DISTANT AJOUTE|
USER GROUP ADDED|GROUPE D'UTILISATEURS AJOUTE|
USER MODIFIED|UTILISATEUR MODIFIE|
CAMPAIGN MODIFIED|CAMPAGNE MODIFIEE|
GROUP MODIFIED|GROUPE MODIFIE|
CAMPAIGN MODIFIED|CAMPAGNE MODIFIEE|
LIST MODIFIED|LISTE MODIFIEE|
USER GROUP MODIFIED|GROUPE D'UTILISATEURS MODIFIE|
RESETTING LIST-CALLED-STATUS|REINITIALISATION LIST-CALLED-STATUS|
Dial status |Statut de l'appel |
List Order|Ordre de la liste|
Hopper Level|Niveau du distributeur de fiches|
Force Reset of Hopper|Forcer la réinitialisation du distributeur de fiches|
Dial Timeout|Délai de tentative d'appel|
Dial Prefix|Préfixe de numérotation|
Campaign CallerID|CallerID de la campagne|
Campaign VDAD exten|Exten VDAD de la campagne|
Campaign Rec exten|Extension d'enregistrement de la campagne|
Campaign Recording|Enregistrement de la campagne|
Campaign Rec Filename|Nom du fichier d'enregistrement de la campagne|
LISTS WITHIN THIS CAMPAIGN|LISTES DANS CETTE CAMPAGNE|
LIST ID|ID DE LA LISTE|
LIST NAME|NOM DE LA LISTE|
>ACTIVE<|>ACTIVE<|
This campaign has |Cette campagne a |
active lists and |listes actives et |
inactive lists|listes inactives|
leads to be dialed in those lists|fiches à appeler dans ces listes|
leads in the dial hopper|fiches dans le distributeur de fiches|
>STATUS<|>ETAT<|
>DESCRIPTION<|>DESCRIPTION<|
>SELECTABLE<|>SELECTIONABLE<|
>DELETE<|>SUPPRIMER<|
ADD NEW CUSTOM CAMPAIGN STATUS|AJOUTER UN NOUVEAU STATUT DE CAMPAGNE PERSONNALISE|
Selectable: |Selectionnable: |
value=ADD|value=AJOUTER|
CUSTOM HOT KEYS WITHIN THIS CAMPAIGN|PERSONNALISER LES RACCOURCIS CLAVIER DE CETTE CAMPAGNE|
>HOT KEY<|>RACCOURCI CLAVIER<|
ADD NEW CUSTOM CAMPAIGN HOT KEY|AJOUTER UN NOUVEAU RACCOURCI CLAVIER PERSONNALISE|
Hot key: |Raccourci clavier:|
Basic View|Vue basique|
Detail View|Vue détaillée|
MODIFY A LISTS RECORD|MODIFIER UN ENREGISTREMENT DE LA LISTE|
Reset Lead-Called-Status for this list|Réinitialiser les statuts des fiches appelées pour cette liste|
STATUSES WITHIN THIS LIST|STATUTS DANS CETTE LISTE|
>CALLED<|>APPELE<|
>NOT CALLED<|>NON APPELE<|
>SUBTOTALS<|>SOUS TOTAUX<|
>SUBTOTAL<|>SOUS TOTAL<|
TIME ZONES WITHIN THIS LIST|ZONES DE TEMPS DANS CETTE LISTE|
GMT OFFSET NOW|GMT OFFSET NOW|
local time|heure locale|
>TOTAL<|>TOTAL<|
CALLED COUNTS WITHIN THIS LIST|NOMBRE D'APPELES DANS CETTE LISTE|
MODIFY A GROUPS RECORD|MODIFIER UN ENREGISTREMENT DE GROUPES|
MODIFY A REMOTE AGENTS ENTRY|MODIFIER UN ENREGISTREMENT D'AGENT DISTANT|
numbers only|nombres seulement|
dial plan number dialed to reach agents|numéro du dial plan pour atteindre les agents|
MODIFY A USERS GROUP ENTRY|MODIFIER UN ENREGISTREMENT DE GROUPE D'UTILISATEURS|
no spaces or punctuation|pas d'espace ni de ponctuation|
description of group|Description du groupe|
SEARCH FOR A USER|RECHERCHER UN UTILISATEUR|
SEARCH RESULTS|RESULTATS DE LA RECHERCHE|
>STATS<|>STATISTIQUES<|
USER LISTINGS|LISTE DES UTILISATEURS|
CAMPAIGN LISTINGS|LISTE DES CAMPAGNES|
LIST LISTINGS|LISTE DES LISTES|
INBOUND GROUP LISTINGS|LISTE DES GROUPES ENTRANTS|
REMOTE AGENTS LISTINGS|LISTE DES AGENTS DISTANTS|
USER GROUPS LISTINGS|LISTE DES GROUPES D'UTILISATEURS|
script runtime|runtime du script|
Hopper List|Liste des distributeurs de fiches|
Live Current Hopper List|Liste des distributeurs de fiches en cours|
Total leads in hopper right now|Total de fiches dans le distributeur de fiches à l'instant|
Server Stats|Statistiques du serveur|
Total Calls placed from this Campaign:       |Total des appels placés dans cette campagne:|
Average Call Length for all Calls in seconds:|Durée moyenne des appels pour tous les appels en secondes:|
Total DROP Calls:                            |Total des appels abandonnés:|
Average Length for DROP Calls in seconds:    |Durée moyenne pour les appels abandonnés en secondes:   |
Total NA calls -Busy,Disconnect,BTvoicemail: |Total NA calls -Busy,Disconnect,BTvoicemail: |
Average Call Length for NA Calls in seconds: |Durée moyenne des appels pour les appels NA en secondes: |
---------- DROPS|---------- ABANDONNES|
AUTO-DIAL NO ANSWERS|APPELS AUTOMATIQUES SANS REPONSES|
---------- USER STATS|---------- STATISTIQUES UTILISATEURS|
---------- TIME STATS|---------- STATISTIQUE TEMPORELLES|
USER                    |UTILISATEUR                |
Agents Time On Calls                 |Temps des agents en appel|
agents logged in on server|agents connectés sur ce serveur|
Paused agents|Agents en pause|
5 minutes or more on call|En appel depuis 5 minutes ou plus|
Over 10 minutes on call|En appel depuis plus de 10 minutes|
NO AGENTS ON CALLS |AUCUN AGENT EN APPEL|
calls being placed on server|appels étant placés sur ce serveur|
LIVE CALL WAITING|APPEL EN ATTENTE|
NO LIVE CALLS WAITING |PAS D'APPEL EN ATTENTE|
START OVER|RECHARGER|
