# de_language_admin.txt - this file is for the internationalization of the astGUIclient 
# admin web pages. The associated install.pl file will take the language as an 
# argument and alter the php scripts to the language typed in the command line:
# example: ./install.pl --language=de
# current languages in the file:
# - English - (en) no alterations
# - German - (de) first column
***LANGUAGES***
en-English|de-Deutsch|
Active -<\/B> This determines whether this group show up in the selection box when a VICIDIAL agent logs in|Aktiv -</B> Dieses stellt fest, ob diese Gruppe oben imVorwählerkasten wenn Maschinenbordbücher eines VICIDIAL Mittelsinnen zeigen|
Web Form -<\/B> This is the custom address that clicking on the WEB FORM button in VICIDIAL will take you to for calls that come in on this group|Netz-Form -</B> Dieses ist die kundenspezifische Adresse, die dasKlicken auf der NETZ-FORM-Taste in VICIDIAL Ihnen für zu den Anrufennimmt, die auf diese Gruppe hereinkommen|
Voicemail -<\/B> If defined, this is the Voicemail box that calls will go to instead of being dropped if no agents are available after the hold time is up|Voicemail -</B> Wenn es definiert wird, ist dieses der VoicemailKasten, daß Anrufe gehen zu, anstelle von gefallen werden, wenn keineMittel nach der Haltezeit ist oben vorhanden sind|
Fronter Display -<\/B> This field determines whether the inbound VICIDIAL agent would have the fronter name - if there is one - displayed in the Status field when the call comes to the agent|Fronter Anzeige -</B> Dieses fangen feststellt auf, ob dasinbound VICIDIAL Mittel den fronter Namen - wenn es einen gibt -angezeigt im Status auffangen haben würde, wann der Anrufzum Mittel kommt|
User ID Start -<\/B> This is the starting User ID that is used when the remote agent entries are inserted into the system. If the Number of Lines is set higher than 1, this number is incremented by one until each line has an entry. Make sure you create a new VICIDIAL user account with a user level of 4 or great if you want them to be able to use the vdremote.php page for remote web access of this account|Benutzernummer Anfang -</B> Dieses ist die beginnende Benutzernummer,die verwendet wird, wenn die Remotemitteleintragungen in das Systemeingesetzt werden. Wenn die Zeilenzahl in hohem Grade als 1eingestellt wird, wird diese Zahl durch eine erhöht, bis jede Linieeine Eintragung hat. Stellen Sie, ein neues VICIDIAL Benutzerkonto miteinem Benutzerniveau von 4 zu verursachen oder groß sicher, wenn Siesie in der LageSEIN wünschen, die vdremote.php Seite fürRemotenetzzugang dieses Kontos zu benutzen|
Number of Lines -<\/B> This defines how many remote agent entries the system creates, and determines how many lines it thinks it can safely send to the number below|Zeilenzahl -</B> Dieses definiert, wievieles Remotemittel Eintragungendas System verursacht, und stellt fest, wieviele Linien es denkt, daßes zur Zahl unter sicher senden kann|
Server IP -<\/B> A remote agent entry is only good for one specific server, here is where you select which server you want|Bediener IP -</B> Eine Remotemitteleintragung ist für einenspezifischen Bediener, ist hier nur gut, wo Sie vorwählen, dasBediener Sie wünschen|
External Extension -<\/B> This is the number that you want the calls forwarded to. Make sure that it is a full dialplan number and that if you need a 9 at the beginning you put it in here. Test by dialing this number from a phone on the system|Externe Verlängerung -</B> Dieses ist die Zahl, daß Sie die Anrufewünschen, die zu nachgeschickt werden. Überprüfen Sie, ob es einevolle dialplan Zahl ist und daß, wenn Sie 9 am Anfang benötigen, Sieihn innen hier setzen. Prüfen Sie, indem Sie diese Nummer von einemTelefon auf dem System wählen|
Status -<\/B> Here is where you turn the remote agent on and off. As soon as the agent is Active the system assumes that it can send calls to it. It may take up to 30 seconds once you change the status to Inactive to stop receiving calls|Status -</B> Ist hier, wo Sie das Remotemittel an und abstellen.Sobald das Mittel aktiv ist, nimmt das System an, daß es Anrufe zuihm schicken kann. Es kann bis 30 Sekunden dauern, sobald Sie denStatus zu unaktiviertem ändern, um Anrufe, zu empfangen zu stoppen|
Campaign -<\/B> Here is where you select the campaign that these remote agents will be logged into. Inbound needs to use the CLOSER campaign and select the inbound campaigns below that you want to receive calls from|Kampagne -</B> Ist hier, wo Sie die Kampagne vorwählen, daß dieseRemotemittel in geloggt werden. Inbound Notwendigkeiten, die GENAUEREKampagne zu verwenden und die inbound Kampagnen unter dervorzuwählen, die Sie Anrufe von empfangen möchten|
Inbound Groups -<\/B> Here is where you select the inbound groups you want to receive calls from if you have selected the CLOSER campaign|Inbound Gruppen -</B> Ist hier, wo Sie die inbound Gruppen vorwählen,die Sie Anrufe von empfangen möchten, wenn Sie die GENAUERE Kampagnevorgewählt haben|
The lists within this campaign are listed here, whether they are active is denoted by the Y or N and you can go to the list screen by clicking on the list ID in the first column|Die Listen innerhalb dieser Kampagne werden hier verzeichnet, ob siewerden bezeichnet durch das Y aktiv sind, oder N und Sie zum ListeSchirm gehen können, indem sie auf der Liste Identifikation in derersten Spalte klicken|
Through the use of custom campaign statuses, you can have statuses that only exist for a specific campaign. The Status must be 1-8 characters in length, the description must be 2-30 characters in length and Selectable defines whether it shows up in VICIDIAL as a disposition|Durch den Gebrauch von kundenspezifischen Kampagne Status, können SieStatus haben, die nur für eine spezifische Kampagne bestehen. DerStatus muß 1-8 Buchstaben lang sein, muß die Beschreibung 2-30Buchstaben lang sein und auswählbar definiert, ob es oben in VICIDIALals Einteilung zeigt|
Through the use of custom campaign hotkeys, agents that use the vicidial web-client can hangup and disposition calls just by pressing a single key on their keyboard|Durch den Gebrauch von kundenspezifischen Kampagne hotkeys, benenntVertreter, die verwenden, der vicidial Netz-Klient Dose Hängezustandund Einteilung, gerade indem sie einen einzelnen Schlüssel auf ihrerTastatur betätigen|
User Group -<\/B> This is the short name of a Vicidial User group, try not to use any spaces or punctuation for this field. max 20 characters, minimum of 2 characters|Benutzer-Gruppe -</B> Dieses ist der kurze Name einer VicidialBenutzergruppe, der Versuch, zum keiner Räume zu benutzen, oderInterpunktion für dieses fangen Maximum 20 Buchstaben,Minimum von 2 Buchstaben auf|
Group Name -<\/B> This is the description of the vicidial user group max of 40 characters|Gruppe Name -</B> Dieses ist die Beschreibung des vicidialBenutzergruppe Maximums von 40 Buchstaben|
Xfer-Conf DTMF -<\/B> These four fields allow for you to have two sets of Transfer Conference and DTMF presets. When the call or campaign is loaded, the vicidial.php script will show two buttons on the transfer-conference frame and auto-populate the number-to-dial and the send-dtmf fields when pressed|Xfer-Conf DTMF -</B> Diese vier fängt dürfen auf, damit Siezwei Sätze Übergangskonferenz und DTMF Voreinstellungen haben. Wennder Anruf oder die Kampagne geladen wird, stellt der vicidial.phpIndex dar, daß zwei Tasten auf dem Bringenkonferenz Rahmen und denZahl-zu-Vorwahlknopf und senden-dtmf Automobil-zu bevölkernauffängt, wenn sie betätigt werden|
AMD send to vm exten -<\/B> This menu allows you to define whether a message is left on an answering machine when it is detected. the call will be immediately forwarded to the Answering-Machine-Message extension if AMD is active and it is determined that the call is an answering machine|AMD senden zu VM exten -</B> erlaubt dieses Menü Ihnen zu definieren,ob eine Anzeige auf einer antwortenden Maschine gelassen wird, wennihr der Anruf wird sofort nachgeschickt zur Antworten-Maschine-AnzeigeVerlängerung ermittelt wird, wenn AMD aktiv ist und es festgestelltwird, daß der Anruf eine antwortende Maschine ist|
Modify Leads -<\/B> This option if set to 1 allows the user to modify leads in the admin section lead search results page|Ändern Sie Leitungen -</B> Diese Wahl, wenn Satz bis 1 dem Benutzererlaubt, Leitungen in der admin Abschnittleitung Suchresultate Seitezu ändern|
HotKeys Active -<\/B> This option if set to 1 allows the user to use the HotKeys quick-dispositioning function in|HotKeys aktiv -</B> Diese Wahl, wenn Satz bis 1 dem Benutzer erlaubt,die HotKeys schnelle-dispositioning Funktion innen zu verwenden|
Change Agent Campaign -<\/B> This option if set to 1 allows the user to alter the campaign that an agent is logged into while they are logged into it|Ändern Sie Vertreter-Kampagne -</B> Diese Wahl, wenn Satz bis 1 demBenutzer erlaubt, die Kampagne zu ändern, daß ein Mittel in geloggtwird, während sie in es geloggt werden|
Agent Choose Ingroups -<\/B> This option if set to 1 allows the user to choose the ingroups that they will receive calls from when they login to a CLOSER or INBOUND campaign. Otherwise the Manager will need to set this in their user detail screen of the admin page|Mittel wählen Ingroups -</B> Diese Wahl, wenn Satz bis 1 dem Benutzererlaubt, die ingroups zu wählen, denen sie Anrufe von wenn sie LOGONzu einer GENAUEREN oder INBOUND Kampagne empfangen. Andernfalls mußder Manager dieses auf ihrem Benutzersonderkommandoschirm der adminSeite einstellen|
Lead Filter -<\/B> This is a method of filtering your leads using a fragment of a SQL query. Use this feature with caution, it is easy to stop dialing accidentally with the slightest alteration to the SQL statement. Default is NONE|Leitung Filter -</B> Dieses ist eine Methode der Entstörung IhrerLeitungen mit einem Fragment einer SQL Frage. Benutzen Sie dieseFunktion mit Vorsicht, es ist einfach mit, der geringfügigstenÄnderung zur SQL Aussage versehentlich zu wählen zu stoppen.Rückstellung ist KEINE|
Filter ID -<\/B> This is the short name of a Vicidial Lead Filter. This needs to be a unique identifier. Do not use any spaces or punctuation for this field. max 10 characters, minimum of 2 characters|Filter Identifikation -</B> Dieses ist der kurze Name eines VicidialLeitung Filters. Dieser muß ein einzigartiger Bezeichner sein.Benutzen Sie keine Räume, oder Interpunktion für diesesfangen Maximum 10 Buchstaben, Minimum von 2 Buchstaben auf|
Filter Name -<\/B> This is a more descriptive name of the Filter. This is a short summary of the filter. max 30 characters, minimum of 2 characters|Filter-Name -</B> Dieses ist ein beschreibenderer Name des Filters.Dieses ist eine kurze Zusammenfassung der Filtermaximum 30 Buchstaben,Minimum von 2 Buchstaben|
Filter Comments -<\/B> This is where you can place comments for a Vicidial Filter such as -calls all California leads-.  max 255 characters, minimum of 2 characters|Filter kommentiert -</B> Dieses ist, wo Sie Anmerkungen für einenVicidial Filter wie - Anrufe alle Kalifornien Leitungen -. Maximum 255Buchstaben setzen können, Minimum von 2 Buchstaben|
Filter SQL -<\/B> This is where you place the SQL query fragment that you want to filter by. do not begin or end with an AND, that will be added by the hopper cron script automatically. an example SQL query that would work here is- called_count \> 4 and called_count \< 8 -|Filter SQL -</B> Dieses ist, wohin Sie das SQL Frage Fragment setzen,das Sie vorbei filtern möchten anfangen nicht, oder Ende mit UND, dasdurch den Zufuhrbehälter cron Index automatisch hinzugefügt wird.eine Beispiel SQL Frage, die hier arbeiten würde, ist called_count \4 und called_count \|
Agent Alt Num Dialing -<\/B> This option allows an agent to manually dial the alternate phone number or address3 field after the main number has been called|Numerisches Wählen des Mittel-Alt -</B> erlaubt diese Wahl einemVertreter, die wechselnde Telefonnummer manuell zu wählen, oderaddress3 fangen auf, nachdem die Hauptzahl benannt wordenist|
Scheduled Callbacks -<\/B> This option allows an agent to disposition a call as CALLBK and choose the data and time at which the lead will be re-activated|Zeitlich geplante Wiederholungsbesuche -</B> Diese Wahl erlaubt einemMittel zur Einteilung einen Anruf als CALLBK und wählt die Daten unddie Zeit, an denen die Leitung reaktiviert wird|
Agent-Only Callbacks -<\/B> This option allows an agent to set a callback so that they are the only Agent that can call the customer back. This also allows the agent to see their callback listings and call them back any time they want to|Mittel-Nur Wiederholungsbesuche -</B> Diese Wahl erlaubt einemVertreter, einen Wiederholungsbesuch einzustellen, damit sie daseinzige Mittel sind, das die Kunde Rückseite benennen kann. Dieseserlaubt auch dem Vertreter, ihre Wiederholungsbesuch Auflistungen zusehen und sie zurück zu benennen, immer wenn sie zu wünschen|
Agent Call Manual -<\/B> This option allows an agent to manually enter a new lead into the system and call them. This also allows the calling of any phone number from their vicidial screen and puts that call into their session. Use this option with caution|Vertreter-Anruf-Handbuch -</B> Diese Wahl erlaubt einem Vertreter,eine neue Leitung in das System manuell einzutragen und sie zubenennen. Dieses auch erlaubt das Benennen jeder möglicherTelefonnummer von ihrem vicidial Schirm und setzt diesen Anruf inihren Lernabschnitt. Verwenden Sie diese Wahl mit Vorsicht|
Vicidial Recording -<\/B> This option can prevent an agent from doing any recordings after they log in to vicidial. This option must be on for vicidial to follow the campaign recording session|Vicidial Aufnahme -</B> Diese Wahl kann verhindern, daß ein Mittelalle mögliche Aufnahmen tut, nachdem sie innen in vicidialprotokollieren. Diese Wahl muß eingeschaltet sein, damit vicidial demKampagne Aufnahmelernabschnitt folgt|
Vicidial Transfers -<\/B> This option can prevent an agent from opening the transfer - conference session of vicidial. If this is disabled, the agent cannot third party call or blind transfer any calls|Vicidial Übertragungen -</B> Diese Wahl kann verhindern, daß einMittel die Übertragung - Konferenzlernabschnitt von vicidial öffnet.Wenn dieses untauglich ist, kann das Mittel nicht dritterParteianruf, oder blinde Übertragung irgendeine benennt|
Delete Filters -<\/B> This option allows the user to be able to delete vicidial lead filters from the system|Löschung filtert -</B> Diese Wahl erlaubt dem Benutzer, in der LagezuSEIN, vicidial Leitung Filter aus dem System zu löschen|
Alter Agent Interface Options -<\/B> This option if set to 1 allows the administrative user to modify the Agents interface options in admin.php|Ändern Sie Mittel-Schnittstelle Wahlen -</B> diese Wahl, wenn Satzbis 1 dem administrativen Benutzer erlaubt, die MittelschnittstelleWahlen in admin.php zu ändern|
Closer Default Blended -<\/B> This option simply defaults the Blended checkbox on a CLOSER login screen|Genauere Rückstellung gemischt -</B> Diese Wahl fällt einfach dasgemischte checkbox auf einem GENAUEREN LOGON-Schirm zurück|
FILTER NOT ADDED - there is already a filter entry with this ID|FILTER NICHT ADDIERT - es gibt bereits eine Filtereintragung mitdieser Identifikation|
Filter ID, name and SQL must be at least 2 characters in length|Filtern Sie Identifikation, Namen und SQL muß mindestens 2 Buchstabenlang sein|
Filter ID must be at least 2 characters in length|Filter Identifikation muß mindestens 2 Buchstaben lang sein|
Please go back and look at the data you entered|Gehen Sie bitte zurück und betrachten Sie die Daten, die Sieeingaben|
CLICK HERE TO GO TO THE SUPER LEAD LOADER|KLICKEN SIE HIER, UM ZUR SUPERLEITUNG LADEVORRICHTUNG ZU GEHEN|
BACK TO ADMIN|ZURÜCK ZU ADMIN|
File layout to use|Zu verwenden Dateiaufbau|
Standard VICIDIAL|Standard-VICIDIAL|
Custom layout|Kundenspezifischer Plan|
CLICK HERE TO GO TO THE BASIC LEAD LOADER|KLICKEN SIE HIER, UM ZUR BASIC LEITUNG LADEVORRICHTUNG ZU GEHEN|
SUPER LIST LOADER|SUPERLISTE LADEVORRICHTUNG|
OK TO PROCESS|OKAY ZU VERARBEITEN|
File data|Akte Daten|
short description of the filter|kurze Beschreibung des Filters|
Alter Agent Interface Options: |Ändern Sie Mittel-Schnittstelle Wahlen:|
Click here to delete filter |Klicken Sie hier, um Filter zu löschen|
FILTER DELETION COMPLETED:|FILTER-AUSLASSUNG DURCHGEFÜHRT:|
ADMIN INTERFACE OPTIONS:|ADMIN SCHNITTSTELLE WAHLEN:|
AGENT INTERFACE OPTIONS:|MITTEL-SCHNITTSTELLE WAHLEN:|
Closer Default Blended:|Genauere Rückstellung Gemischt:|
Agent Alt Num Dialing:|Numerisches Wählen Des Mittel-Alt:|
Scheduled Callbacks:|Zeitlich geplante Wiederholungsbesuche:|
Agent-Only Callbacks:|Mittel-Nur Wiederholungsbesuche:|
New Filter Addition|Neue Filter-Hinzufügung|
LEAD FILTER LISTINGS:|LEITUNG FILTER-AUFLISTUNGEN:|
FILTER NOT MODIFIED|FILTER NICHT GEÄNDERT|
FILTER NOT DELETED|FILTER NICHT GELÖSCHT|
DELETE THIS FILTER|LÖSCHEN SIE DIESEN FILTER|
FILTER NOT ADDED|FILTER NICHT ADDIERT|
Filter Comments: |Filter-Anmerkungen:|
FILTER MODIFIED|FILTER GEÄNDERT|
MODIFY A FILTER|ÄNDERN Sie Einen FILTER|
ADD NEW FILTER|ADDIEREN SIE NEUEN FILTER|
Add New Filter|Addieren Sie Neuen Filter|
Modify Filter|Ändern Sie Filter|
Delete Filter|Löschung-Filter|
Filter Name: |Filter-Name:|
FILTER ADDED:|FILTER ADDIERT:|
VIEW FILTERS|ANSICHT-FILTER|
Lead Filter:|Leitung Filter:|
Filter SQL:|Filter Sql:|
Users List|Benutzer-Liste|
Filter ID: |Filter Identifikation:|
Filters|Filter|
Agent Call Manual|Vertreter-Anruf-Handbuch|
Vicidial Recording|Vicidial Aufnahme|
Vicidial Transfers|Vicidial Übertragungen|
Click here for user time sheet|Klicken Sie hier für Benutzerzeitblatt|
Click here for user status|Klicken Sie hier für Benutzerstatus|
Click here for user CallBack Holds|Klicken Sie hier für Benutzer Wiederholungsbesuch Einflüsse|
Lead Filter|Leitung Filter|
Click here to see all CallBack Holds in this campaign|Klicken Sie hier, um alle Wiederholungsbesuch Einflüsse in dieserKampagne zu sehen|
STATUS NAME|STATUS-NAME|
Script ID|Index Identifikation|
Script Name|Index-Name|
Script Comments|Index-Anmerkungen|
Script Text|Index-Text|
ADD FILTER|ADDIEREN SIE FILTER|
overall_user_level: orders by the user_level of the agent as defined in the vicidial_users table a higher user_level will receive more calls|overall_user_level: Aufträge durch das user_level des Mittels, wie inden vicidial_users definiert legen ein höheres user_level empfangenmehr Anrufe ver|
VICIDIAL LIST LOADER FUNCTIONALITY|VICIDIAL LISTE LADEVORRICHTUNG FUNKTIONALITÄT|
The VICIDIAL basic web-based lead loader is designed simply to take a lead file - up to 8MB in size - that is either tab or pipe delimited and load it into the vicidial_list table. There is also a new beta version super lead loader that allows for field choosing and TXT- Plain Text, CSV- Comma Separated Values and XLS- Excel file formats. The lead loader does not do data validation or check for duplicates in itself or other lists, so that is something you need to do before you load the leads. Also, make sure that you have created the list that these leads are to be under so that you can use them. There is also the matter of time-zone-coding these leads. You may want to increase the frequency that the ADMIN_adjust_GMTnow_on_leads.pl is being run in the cron on your Asterisk server so that any loaded leads can be coded faster. Here is a list of the fields in their proper order for the lead files|Die VICIDIAL grundlegende Netz-gegründete Leitung Ladevorrichtung isteinfach entworfen, um eine Leitung Akte zu nehmen - bis zu 8MB in derGröße - die entweder Vorsprung oder das abgegrenzte Rohr und es indie vicidial_list Tabelle zu laden ist. Es gibt auch eine neueBetaversionsuperleitung Ladevorrichtung, das auffangen dasWählen zuläßt und TXT- deutlich Text, CSV- Komma getrennte Werteund XLS- übertreffen Akte Formate. Die Leitung Ladevorrichtung tutnicht Datenprüfung, oder Überprüfung auf Duplikate in sich oder inanderen Listen, damit etwas Sie ist, muß vor Ihnen Last tun dieLeitungen. Auch überprüfen Sie, ob Sie die Liste erstellt haben,daß diese Leitungen darunter sein sollen, damit Sie sie benutzenkönnen. Es gibt auch die Angelegenheit der Zeit-Zone-Kodierung dieseLeitungen. Sie können die Frequenz erhöhen wünschen, daß dasADMIN_adjust_GMTnow_on_leads.pl in das cron auf IhremSternchenbediener gelaufen wird, damit alle mögliche geladenenLeitungen schneller kodiert werden können. Ist hier eine Liste vonauffängt in ihrem korrekten Auftrag für die Leitung Akten|
NOTES: The Excel Lead loader functionality is enabled by a series of perl scripts and needs to have a properly configured /home/cron/AST_SERVER_conf.pl file in place on the web server. Also, a couple perl modules must be loaded for it to work as well - OLE-Storage_Lite and Spreadsheet-ParseExcel. You can check for runtime errors in these by looking at your apache error_log file|ANMERKUNGEN: Die übertreffenleitung Ladevorrichtung Funktionalitätwird durch eine Reihe Perl Indexe ermöglicht und muß eine richtigzusammengebaute /home/cron/AST_SERVER_conf.pl Akte im Platz auf demweb server haben. Auch ein Paarperl Module müssen für sie, umaußerdem zu arbeiten - OLE-Storage_Lite-Storage_Lite undVerteilungsbogen-ParseExcel geladen werden. Sie können aufLaufzeitfehler in diesen überprüfen, indem Sie Ihre Apache error_logAkte betrachten|
Vendor Lead Code - shows up in the Vendor ID field of the GUI|Verkäufer-Leitung Code - zeigt oben im Verkäufer, den Identifikationvom GUI auffangen|
Source Code - internal use only for admins and DBAs|Quellenprogramm - interner Gebrauch nur für admins und DBAs|
List ID - the list number that these leads will show up under|Liste Identifikation - die Liste Zahl, die diese Leitungen obendarunter zeigen|
Phone Code - the prefix for the phone number - 1 for US, 01144 for UK, 01161 for AUS, etc|Telefon-Code - das Präfix für die Telefonnummer - 1 für US, 01144für Großbritannien, 01161 für AUS, usw.|
Phone Number - must be at least 8 digits long|Telefonnummer - muß mindestens 8 Stellen lang sein|
Title - title of the customer - Mr. Ms. Mrs, etc...|Titel - Titel dem Kunden - Herr Ms Mrs, usw....|
NOTE: It can take up to 30 seconds for changes submitted on this screen to go live|ANMERKUNG: Sie kann bis 30 Sekunden für die Änderungen dauern, dieauf diesem Schirm eingereicht werden, um Phasen zu gehen|
USER NOT ADDED - there is already a user in the system with this user number|BENUTZER NICHT ADDIERT - es gibt bereits einen Benutzer im System mitdieser Benutzerzahl|
USER NOT ADDED - Please go back and look at the data you entered|BENUTZER NICHT ADDIERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
user id must be between 2 and 8 characters long|Teilnehmerbezeichnung muß zwischen 2 und 8 Buchstaben lang sein|
full name and password must be at least 2 characters long|voller Name und Kennwort müssen mindestens 2 Buchstaben lang sein|
CAMPAIGN NOT ADDED - there is already a campaign in the system with this ID|KAMPAGNE NICHT ADDIERT - es gibt bereits eine Kampagne im System mitdieser Identifikation|
CAMPAIGN NOT ADDED - Please go back and look at the data you entered|KAMPAGNE NICHT ADDIERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
campaign ID must be between 2 and 8 characters in length|Kampagne Identifikation muß zwischen 2 und 8 Buchstaben lang sein|
campaign name must be between 6 and 40 characters in length|Kampagne Name muß zwischen 6 und 40 Buchstaben lang sein|
CAMPAIGN STATUS NOT ADDED - there is already a campaign-status in the system with this name|KAMPAGNE STATUS NICHT ADDIERT - es gibt bereits einen Kampagne-Statusim System mit diesem Namen|
CAMPAIGN STATUS NOT ADDED - there is already a global-status in the system with this name|KAMPAGNE STATUS NICHT ADDIERT - es gibt bereits einen Globalstatus imSystem mit diesem Namen|
CAMPAIGN STATUS NOT ADDED - Please go back and look at the data you entered|KAMPAGNE STATUS NICHT ADDIERT - gehen Sie bitte zurück und betrachtenSie die Daten, die Sie eingaben|
status must be between 1 and 8 characters in length|Status muß zwischen 1 und 8 Buchstaben lang sein|
status name must be between 2 and 30 characters in length|Statusname muß zwischen 2 und 30 Buchstaben lang sein|
CAMPAIGN HOTKEY NOT ADDED - there is already a campaign-hotkey in the system with this hotkey|KAMPAGNE HOTKEY NICHT ADDIERT worden - es gibt bereits eineKampagne-hotkey im System mit diesem hotkey|
CAMPAIGN HOTKEY NOT ADDED - Please go back and look at the data you entered|KAMPAGNE HOTKEY NICHT ADDIERT - gehen Sie bitte zurück und betrachtenSie die Daten, die Sie eingaben|
hotkey must be a single character between 1 and 9|hotkey muß ein einzelner Buchstabe zwischen 1 und 9 sein|
LIST NOT ADDED - there is already a list in the system with this ID|LISTE NICHT ADDIERT - es gibt bereits eine Liste im System mit dieserIdentifikation|
LIST NOT ADDED - Please go back and look at the data you entered|LISTE NICHT ADDIERT - gehen Sie bitte zurück und betrachten Sie dieDaten, die Sie eingaben|
List ID must be between 2 and 8 characters in length|Liste Identifikation muß zwischen 2 und 8 Buchstaben lang sein|
List name must be at least 2 characters in length|Liste Name muß mindestens 2 Buchstaben lang sein|
GROUP NOT ADDED - there is already a group in the system with this ID|GRUPPE NICHT ADDIERT - es gibt bereits eine Gruppe im System mitdieser Identifikation|
GROUP NOT ADDED - Please go back and look at the data you entered|GRUPPE NICHT ADDIERT - gehen Sie bitte zurück und betrachten Sie dieDaten, die Sie eingaben|
Group ID must be between 2 and 20 characters in length and contain no|Gruppe Identifikation muß zwischen 2 und 20 Buchstaben lang sein undNr. enthalten|
Group name and group color must be at least 2 characters in length|Gruppe Name und Gruppe Farbe muß mindestens 2 Buchstaben lang sein|
REMOTE AGENTS NOT ADDED - there is already a remote agents entry starting with this userID|REMOTEMITTEL NICHT ADDIERT - es gibt bereits eineRemotemitteleintragung beginnend mit diesem userID|
REMOTE AGENTS NOT ADDED - Please go back and look at the data you entered|REMOTEMITTEL NICHT ADDIERT - gehen Sie bitte zurück und betrachtenSie die Daten, die Sie eingaben|
User ID start and external extension must be at least 2 characters in length|Benutzernummer Anfang und externe Verlängerung müssen mindestens 2Buchstaben lang sein|
USER GROUP NOT ADDED - there is already a user group entry with this name|BENUTZER-GRUPPE NICHT ADDIERT - es gibt bereits eine BenutzergruppeEintragung mit diesem Namen|
USER GROUP NOT ADDED - Please go back and look at the data you entered|BENUTZER-GRUPPE NICHT ADDIERT - gehen Sie bitte zurück und betrachtenSie die Daten, die Sie eingaben|
Group name and description must be at least 2 characters in length|Gruppe Name und Beschreibung müssen mindestens 2 Buchstaben langsein|
USER NOT MODIFIED - Please go back and look at the data you entered|BENUTZER NICHT GEÄNDERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
Password and Full Name each need ot be at least 2 characters in length|Kennwort und voller Name jedes Notwendigkeit ot sind mindestens 2Buchstaben lang|
CAMPAIGN NOT MODIFIED - Please go back and look at the data you entered|KAMPAGNE NICHT GEÄNDERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
the campaign name needs to be at least 6 characters in length|der Kampagne Name muß mindestens 6 Buchstaben lang sein|
RESETTING CAMPAIGN LEAD HOPPER|ZURÜCKSTELLEN DES KAMPAGNE LEITUNG ZUFUHRBEHÄLTERS|
Wait 1 minute before dialing next number|Wartezeit 1 Minute, bevor folgende Nummer gewählt wird|
CAMPAIGN STATUS NOT MODIFIED - Please go back and look at the data you entered|KAMPAGNE STATUS NICHT GEÄNDERT - gehen Sie bitte zurück undbetrachten Sie die Daten, die Sie eingaben|
the campaign id needs to be at least 2 characters in length|die Kampagne Kennzeichnung muß mindestens 2 Buchstaben lang sein|
the campaign status needs to be at least 1 characters in length|der Kampagne Status muß mindestens Buchstaben 1 lang sein|
CUSTOM CAMPAIGN STATUS DELETED|KUNDENSPEZIFISCHER KAMPAGNE STATUS GELÖSCHT|
CAMPAIGN HOTKEY NOT MODIFIED - Please go back and look at the data you entered|KAMPAGNE HOTKEY NICHT GEÄNDERT - gehen Sie bitte zurück undbetrachten Sie die Daten, die Sie eingaben|
the campaign hotkey needs to be at least 1 characters in length|das Kampagne hotkey muß mindestens Buchstaben 1 lang sein|
CUSTOM CAMPAIGN HOTKEY DELETED|KUNDENSPEZIFISCHE KAMPAGNE HOTKEY LÖSCHTE|
CAMPAIGN NOT MODIFIED - Please go back and look at the data you entered|KAMPAGNE NICHT GEÄNDERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
the campaign name needs to be at least 6 characters in length|der Kampagne Name muß mindestens 6 Buchstaben lang sein|
LIST NOT MODIFIED - Please go back and look at the data you entered|LISTE NICHT GEÄNDERT - gehen Sie bitte zurück und betrachten Sie dieDaten, die Sie eingaben|
list name must be at least 2 characters in length|Liste Name muß mindestens 2 Buchstaben lang sein|
REMOVING LIST HOPPER LEADS FROM OLD CAMPAIGN HOPPER|ENTFERNEN DER LISTE ZUFUHRBEHÄLTER-LEITUNGEN VOM ALTEN KAMPAGNEZUFUHRBEHÄLTER|
GROUP NOT MODIFIED - Please go back and look at the data you entered|GRUPPE NICHT GEÄNDERT - gehen Sie bitte zurück und betrachten Siedie Daten, die Sie eingaben|
group name and group color must be at least 2 characters in length|Gruppe Name und Gruppe Farbe muß mindestens 2 Buchstaben lang sein|
REMOTE AGENTS NOT MODIFIED - Please go back and look at the data you entered|REMOTEMITTEL NICHT GEÄNDERT - gehen Sie bitte zurück und betrachtenSie die Daten, die Sie eingaben|
User ID Start and External Extension must be at least 2 characters in length|Benutzernummer Anfang und externe Verlängerung müssen mindestens 2Buchstaben lang sein|
REMOTE AGENTS MODIFIED|REMOTEMITTEL GEÄNDERT|
USER GROUP NOT MODIFIED - Please go back and look at the data you entered|BENUTZER-GRUPPE NICHT GEÄNDERT - gehen Sie bitte zurück undbetrachten Sie die Daten, die Sie eingaben|
Group name and description must be at least 2 characters in length|Gruppe Name und Beschreibung müssen mindestens 2 Buchstaben langsein|
MODIFY A USERS RECORD|ÄNDERN Sie Einen BENUTZER-SATZ|
Click here for user stats|Klicken Sie hier für Benutzernotfall|
MODIFY A CAMPAIGNS RECORD|ÄNDERN Sie Einen KAMPAGNEN SATZ|
CONFERENCES TABLE|KONFERENZTISCH|
